Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,27,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxFlowControl.SelectedItem = FlowControl.NONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,27,12,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,this.comboBoxFlowControl.SelectedItem = FlowControl.NONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,26,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxStopBits.SelectedItem = StopBits.ONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,26,12,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,this.comboBoxStopBits.SelectedItem = StopBits.ONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,25,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxParity.SelectedItem = Parity.NONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,25,12,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,this.comboBoxParity.SelectedItem = Parity.NONE;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,23,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxFlowControl.DataSource = Enum.GetValues(typeof(FlowControl));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,23,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.comboBoxFlowControl.DataSource = Enum.GetValues(typeof(FlowControl));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,22,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxStopBits.DataSource = Enum.GetValues(typeof(StopBits));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,22,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.comboBoxStopBits.DataSource = Enum.GetValues(typeof(StopBits));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,21,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxParity.DataSource = Enum.GetValues(typeof(Parity));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,21,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.comboBoxParity.DataSource = Enum.GetValues(typeof(Parity));
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,T:System.IO.Ports.SerialPort,,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,M:System.IO.Ports.SerialPort.GetPortNames,,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,T:System.Windows.Forms.ComboBox.ObjectCollection,,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,P:System.Windows.Forms.ComboBox.Items,,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,20,12,M:System.Windows.Forms.ComboBox.ObjectCollection.AddRange(System.Object[]),,,,,this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,17,8,M:System.Windows.Forms.Form.#ctor,,,,,public ChannelDialog()          {              InitializeComponent();                          this.comboBoxSerialDeviceName.Items.AddRange(System.IO.Ports.SerialPort.GetPortNames());              this.comboBoxParity.DataSource = Enum.GetValues(typeof(Parity));              this.comboBoxStopBits.DataSource = Enum.GetValues(typeof(StopBits));              this.comboBoxFlowControl.DataSource = Enum.GetValues(typeof(FlowControl));                this.comboBoxParity.SelectedItem = Parity.NONE;              this.comboBoxStopBits.SelectedItem = StopBits.ONE;              this.comboBoxFlowControl.SelectedItem = FlowControl.NONE;                     }
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ChannelDialog.cs,15,41,T:System.Windows.Forms.Form,,,,,Form
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.Designer.cs,31,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.Designer.cs,31,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,38,64,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticAnalogOutputStatusVariation)ComboBoxAnalogOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,38,64,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticAnalogOutputStatusVariation)ComboBoxAnalogOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,37,53,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticAnalogVariation)ComboBoxAnalog.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,37,53,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticAnalogVariation)ComboBoxAnalog.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,36,60,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticFrozenCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,36,60,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticFrozenCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,35,54,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,35,54,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,34,60,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticDoubleBinaryVariation)this.ComboBoxDoubleBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,34,60,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticDoubleBinaryVariation)this.ComboBoxDoubleBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,33,64,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticBinaryOutputStatusVariation)this.ComboBoxBinaryOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,33,64,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticBinaryOutputStatusVariation)this.ComboBoxBinaryOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,32,54,T:System.Windows.Forms.ComboBox,,,,,record.staticVariation = (StaticBinaryVariation)this.ComboBoxBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,32,54,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.staticVariation = (StaticBinaryVariation)this.ComboBoxBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,26,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(StaticAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,26,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(StaticAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,25,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(StaticBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,25,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(StaticBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,24,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(StaticAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,24,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(StaticAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,23,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(StaticFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,23,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(StaticFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,22,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(StaticCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,22,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(StaticCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,21,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(StaticDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,21,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(StaticDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,20,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(StaticBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,20,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(StaticBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,26,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(StaticAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,26,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(StaticAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,25,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(StaticBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,25,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(StaticBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,24,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(StaticAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,24,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(StaticAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,23,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(StaticFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,23,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(StaticFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,22,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(StaticCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,22,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(StaticCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,21,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(StaticDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,21,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(StaticDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,20,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(StaticBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\StaticResponseTypeControl.cs,20,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(StaticBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.Designer.cs,31,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.Designer.cs,31,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.Designer.cs,31,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,38,64,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventAnalogOutputStatusVariation)ComboBoxAnalogOutputStatus.SelectedItem;
