Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,38,64,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventAnalogOutputStatusVariation)ComboBoxAnalogOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,37,53,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventAnalogVariation)ComboBoxAnalog.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,37,53,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventAnalogVariation)ComboBoxAnalog.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,36,60,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventFrozenCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,36,60,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventFrozenCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,35,54,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,35,54,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventCounterVariation)ComboBoxCounter.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,34,60,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventDoubleBinaryVariation)this.ComboBoxDoubleBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,34,60,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventDoubleBinaryVariation)this.ComboBoxDoubleBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,33,64,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventBinaryOutputStatusVariation)this.ComboBoxBinaryOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,33,64,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventBinaryOutputStatusVariation)this.ComboBoxBinaryOutputStatus.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,32,54,T:System.Windows.Forms.ComboBox,,,,,record.eventVariation = (EventBinaryVariation)this.ComboBoxBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,32,54,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,record.eventVariation = (EventBinaryVariation)this.ComboBoxBinary.SelectedItem;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,26,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(EventAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,26,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(EventAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,25,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(EventBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,25,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(EventBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,24,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(EventAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,24,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(EventAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,23,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(EventFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,23,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(EventFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,22,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(EventCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,22,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(EventCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,21,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(EventDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,21,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(EventDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,20,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(EventBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,20,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(EventBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,26,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(EventAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,26,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalogOutputStatus.DataSource = Enum.GetValues(typeof(EventAnalogOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,25,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(EventBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,25,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinaryOutputStatus.DataSource = Enum.GetValues(typeof(EventBinaryOutputStatusVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,24,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(EventAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,24,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxAnalog.DataSource = Enum.GetValues(typeof(EventAnalogVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,23,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(EventFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,23,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxFrozenCounter.DataSource = Enum.GetValues(typeof(EventFrozenCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,22,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(EventCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,22,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxCounter.DataSource = Enum.GetValues(typeof(EventCounterVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,21,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(EventDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,21,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxDoubleBinary.DataSource = Enum.GetValues(typeof(EventDoubleBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,20,12,T:System.Windows.Forms.ComboBox,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(EventBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\EventResponseTypeControl.cs,20,12,P:System.Windows.Forms.ComboBox.DataSource,,,,,this.ComboBoxBinary.DataSource = Enum.GetValues(typeof(EventBinaryVariation));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,212,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxAnalogOutputStatus
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,211,43,T:System.Windows.Forms.Label,,,,,label7
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,210,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxBinaryOutputStatus
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,209,43,T:System.Windows.Forms.Label,,,,,label6
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,208,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxAnalog
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,207,43,T:System.Windows.Forms.Label,,,,,label5
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,206,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxFrozenCounter
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,205,43,T:System.Windows.Forms.Label,,,,,label4
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,204,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxCounter
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,203,43,T:System.Windows.Forms.Label,,,,,label3
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,202,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxDoubleBinary
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,201,43,T:System.Windows.Forms.Label,,,,,label2
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,200,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,199,46,T:System.Windows.Forms.ComboBox,,,,,comboBoxBinary
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,193,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.PerformLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,192,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,191,12,P:System.Windows.Forms.Control.Size,,,,,"this.Size = new System.Drawing.Size(260, 210);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,190,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""ResponseTypeControl"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,189,12,T:System.Windows.Forms.ComboBox,,,,,this.Controls.Add(this.comboBoxBinary);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DNP3Simulator\DNP3Module.csproj,File,Simulator\DNP3\DNP3Simulator\Components\ResponseTypeControl.Designer.cs,189,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.comboBoxBinary);
